구간시작시각,VDS_ID,연결방향,방향코드,VDS이정_km,도로이정_km,콘존ID,콘존명,콘존길이_km,원시행수,관측시각수,차로수,교통량_5분,평균속도_5분_km_h,점유율_5분_pct,속도관측행수,점유율유효행수,음수오류행수,전부0행수,속도관측비율,전부0비율,품질상태
2026-08-20 11:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,290.0,92.70,0.465,48,50,0,2,0.9600,0.0400,OK
2026-08-20 11:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,322.0,82.80,0.496,49,50,0,1,0.9800,0.0200,OK
2026-08-20 11:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,301.0,84.53,0.507,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,322.0,87.26,0.499,49,50,0,1,0.9800,0.0200,OK
2026-08-20 12:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,347.0,82.94,0.542,49,50,0,1,0.9800,0.0200,OK
2026-08-20 12:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,287.0,81.67,0.497,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,372.0,80.48,0.522,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,341.0,81.14,0.537,50,50,0,0,1.0000,0.0000,OK
2026-08-20 12:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,340.0,84.18,0.535,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,371.0,83.77,0.508,49,50,0,1,0.9800,0.0200,OK
2026-08-20 12:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,329.0,83.31,0.471,47,50,0,3,0.9400,0.0600,OK
2026-08-20 12:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,347.0,82.47,0.535,50,50,0,0,1.0000,0.0000,OK
2026-08-20 12:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,358.0,71.61,0.623,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,323.0,81.83,0.541,48,50,0,2,0.9600,0.0400,OK
2026-08-20 12:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,379.0,82.89,0.542,50,50,0,0,1.0000,0.0000,OK
2026-08-20 13:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,353.0,83.63,0.485,49,50,0,1,0.9800,0.0200,OK
2026-08-20 13:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,353.0,80.48,0.497,47,50,0,3,0.9400,0.0600,OK
2026-08-20 13:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,369.0,79.92,0.508,47,50,0,3,0.9400,0.0600,OK
2026-08-20 13:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,395.0,77.88,0.550,48,50,0,2,0.9600,0.0400,OK
2026-08-20 13:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,372.0,78.26,0.553,49,50,0,1,0.9800,0.0200,OK
2026-08-20 13:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,374.0,79.95,0.535,49,50,0,1,0.9800,0.0200,OK
2026-08-20 13:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,386.0,78.38,0.506,47,50,0,3,0.9400,0.0600,OK
2026-08-20 13:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,406.0,69.08,0.665,48,50,0,2,0.9600,0.0400,OK
2026-08-20 13:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,372.0,63.92,0.964,48,50,0,2,0.9600,0.0400,OK
2026-08-20 13:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,387.0,72.72,0.590,48,50,0,2,0.9600,0.0400,OK
2026-08-20 13:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,344.0,85.28,0.477,48,50,0,2,0.9600,0.0400,OK
2026-08-20 13:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,329.0,85.31,0.461,48,50,0,2,0.9600,0.0400,OK
2026-08-20 14:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,301.0,83.68,0.440,45,50,0,5,0.9000,0.1000,OK
2026-08-20 14:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,344.0,87.01,0.474,47,50,0,3,0.9400,0.0600,OK
2026-08-20 14:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,313.0,80.33,0.506,47,50,0,3,0.9400,0.0600,OK
2026-08-20 14:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,347.0,75.49,0.669,48,50,0,2,0.9600,0.0400,OK
2026-08-20 14:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,360.0,81.30,0.514,49,50,0,1,0.9800,0.0200,OK
2026-08-20 14:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,313.0,87.76,0.485,49,50,0,1,0.9800,0.0200,OK
2026-08-20 14:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,368.0,83.75,0.524,50,50,0,0,1.0000,0.0000,OK
2026-08-20 14:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,336.0,87.49,0.458,49,50,0,1,0.9800,0.0200,OK
2026-08-20 14:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,284.0,90.85,0.469,49,50,0,1,0.9800,0.0200,OK
2026-08-20 14:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,346.0,88.58,0.461,48,50,0,2,0.9600,0.0400,OK
2026-08-20 14:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,338.0,88.44,0.469,48,50,0,2,0.9600,0.0400,OK
2026-08-20 14:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,273.0,89.52,0.472,45,45,5,0,0.9000,0.0000,ERROR_VALUE
2026-08-20 15:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,336.0,86.20,0.469,48,50,0,2,0.9600,0.0400,OK
2026-08-20 15:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,354.0,82.80,0.519,50,50,0,0,1.0000,0.0000,OK
2026-08-20 15:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,333.0,73.98,0.568,48,50,0,2,0.9600,0.0400,OK
2026-08-20 15:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,381.0,74.41,0.645,48,50,0,2,0.9600,0.0400,OK
2026-08-20 15:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,388.0,72.26,0.724,49,50,0,1,0.9800,0.0200,OK
2026-08-20 15:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,342.0,63.88,1.131,49,50,0,1,0.9800,0.0200,OK
2026-08-20 15:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,337.0,66.60,1.353,49,50,0,1,0.9800,0.0200,OK
2026-08-20 15:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,362.0,57.00,1.677,48,50,0,2,0.9600,0.0400,OK
2026-08-20 15:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,365.0,52.67,1.439,48,50,0,2,0.9600,0.0400,OK
2026-08-20 15:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,334.0,56.39,1.727,47,50,0,3,0.9400,0.0600,OK
2026-08-20 15:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,311.0,52.80,2.084,45,50,0,5,0.9000,0.1000,OK
2026-08-20 15:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,327.0,50.36,1.743,47,50,0,3,0.9400,0.0600,OK
2026-08-20 16:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,326.0,51.38,1.901,44,50,0,6,0.8800,0.1200,OK
2026-08-20 16:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,317.0,43.26,2.721,48,50,0,2,0.9600,0.0400,OK
2026-08-20 16:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,320.0,48.02,2.320,46,50,0,4,0.9200,0.0800,OK
2026-08-20 16:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,359.0,54.50,1.601,47,50,0,3,0.9400,0.0600,OK
2026-08-20 16:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,408.0,52.92,1.737,46,50,0,4,0.9200,0.0800,OK
2026-08-20 16:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,377.0,50.50,1.797,50,50,0,0,1.0000,0.0000,OK
2026-08-20 16:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,410.0,56.57,1.517,46,50,0,4,0.9200,0.0800,OK
2026-08-20 16:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,365.0,67.95,1.530,46,50,0,4,0.9200,0.0800,OK
2026-08-20 16:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,343.0,75.51,0.961,50,50,0,0,1.0000,0.0000,OK
2026-08-20 16:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,334.0,95.30,0.404,47,50,0,3,0.9400,0.0600,OK
2026-08-20 16:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,286.0,95.66,0.445,50,50,0,0,1.0000,0.0000,OK
2026-08-20 16:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,408.0,88.65,0.504,50,50,0,0,1.0000,0.0000,OK
2026-08-20 17:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,305.0,95.24,0.382,43,50,0,7,0.8600,0.1400,OK
2026-08-20 17:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,340.0,92.69,0.429,48,50,0,2,0.9600,0.0400,OK
2026-08-20 17:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,365.0,89.64,0.483,49,50,0,1,0.9800,0.0200,OK
2026-08-20 17:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,375.0,87.71,0.468,49,50,0,1,0.9800,0.0200,OK
2026-08-20 17:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,375.0,87.06,0.475,49,50,0,1,0.9800,0.0200,OK
2026-08-20 17:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,405.0,86.31,0.451,47,50,0,3,0.9400,0.0600,OK
2026-08-20 17:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,401.0,80.87,0.594,50,50,0,0,1.0000,0.0000,OK
2026-08-20 17:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,389.0,67.57,1.167,47,50,0,3,0.9400,0.0600,OK
2026-08-20 17:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,399.0,64.77,1.381,48,50,0,2,0.9600,0.0400,OK
2026-08-20 17:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,363.0,65.45,1.907,48,50,0,2,0.9600,0.0400,OK
2026-08-20 17:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,357.0,58.79,1.368,45,50,0,5,0.9000,0.1000,OK
2026-08-20 17:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,380.0,53.85,1.473,47,50,0,3,0.9400,0.0600,OK
2026-08-20 18:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,337.0,49.77,2.305,43,50,0,7,0.8600,0.1400,OK
2026-08-20 18:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,307.0,41.82,2.565,39,50,0,11,0.7800,0.2200,OK
2026-08-20 18:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,332.0,45.77,2.492,42,50,0,8,0.8400,0.1600,OK
2026-08-20 18:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,321.0,52.38,2.744,42,50,0,8,0.8400,0.1600,OK
2026-08-20 18:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,344.0,50.13,1.671,44,50,0,6,0.8800,0.1200,OK
2026-08-20 18:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,344.0,48.27,2.946,48,50,0,2,0.9600,0.0400,OK
2026-08-20 18:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,307.0,42.80,3.123,44,50,0,6,0.8800,0.1200,OK
2026-08-20 18:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,369.0,41.75,2.678,48,50,0,2,0.9600,0.0400,OK
2026-08-20 18:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,366.0,37.27,1.534,44,50,0,6,0.8800,0.1200,OK
2026-08-20 18:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,365.0,42.67,2.049,45,50,0,5,0.9000,0.1000,OK
2026-08-20 18:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,372.0,45.10,2.460,48,50,0,2,0.9600,0.0400,OK
2026-08-20 18:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,371.0,50.06,2.365,47,50,0,3,0.9400,0.0600,OK
2026-08-20 19:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,331.0,47.77,1.816,44,50,0,6,0.8800,0.1200,OK
2026-08-20 19:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,317.0,43.85,2.245,50,50,0,0,1.0000,0.0000,OK
2026-08-20 19:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,413.0,56.26,1.897,49,50,0,1,0.9800,0.0200,OK
2026-08-20 19:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,366.0,67.84,1.489,50,50,0,0,1.0000,0.0000,OK
2026-08-20 19:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,341.0,66.80,1.361,50,50,0,0,1.0000,0.0000,OK
2026-08-20 19:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,330.0,59.36,1.373,44,50,0,6,0.8800,0.1200,OK
2026-08-20 19:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,355.0,61.18,1.007,44,45,5,1,0.8800,0.0200,ERROR_VALUE
2026-08-20 19:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,381.0,61.75,0.930,50,50,0,0,1.0000,0.0000,OK
2026-08-20 19:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,363.0,60.34,1.852,50,50,0,0,1.0000,0.0000,OK
2026-08-20 19:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,349.0,59.76,1.371,48,50,0,2,0.9600,0.0400,OK
2026-08-20 19:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,382.0,61.95,1.024,49,50,0,1,0.9800,0.0200,OK
2026-08-20 19:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,383.0,67.85,0.721,48,50,0,2,0.9600,0.0400,OK
2026-08-20 20:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,396.0,56.89,1.285,50,50,0,0,1.0000,0.0000,OK
2026-08-20 20:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,407.0,62.70,0.828,49,50,0,1,0.9800,0.0200,OK
2026-08-20 20:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,382.0,70.92,0.592,49,50,0,1,0.9800,0.0200,OK
2026-08-20 20:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,313.0,83.31,0.513,48,50,0,2,0.9600,0.0400,OK
2026-08-20 20:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,343.0,84.37,0.495,48,50,0,2,0.9600,0.0400,OK
2026-08-20 20:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,354.0,82.80,0.490,48,50,0,2,0.9600,0.0400,OK
2026-08-20 20:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,407.0,80.24,0.499,47,50,0,3,0.9400,0.0600,OK
2026-08-20 20:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,366.0,82.77,0.544,50,50,0,0,1.0000,0.0000,OK
2026-08-20 20:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,350.0,82.34,0.509,48,50,0,2,0.9600,0.0400,OK
2026-08-20 20:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,364.0,85.10,0.525,50,50,0,0,1.0000,0.0000,OK
2026-08-20 20:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,365.0,87.07,0.479,49,50,0,1,0.9800,0.0200,OK
2026-08-20 20:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,337.0,84.52,0.487,47,50,0,3,0.9400,0.0600,OK
2026-08-20 21:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,331.0,92.36,0.396,45,50,0,5,0.9000,0.1000,OK
2026-08-20 21:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,305.0,93.57,0.432,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,373.0,89.44,0.461,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,334.0,92.13,0.448,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,296.0,91.46,0.424,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,293.0,86.86,0.473,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,413.0,84.90,0.495,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,302.0,93.02,0.436,49,50,0,1,0.9800,0.0200,OK
2026-08-20 21:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,347.0,90.96,0.478,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,315.0,92.84,0.472,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,321.0,93.04,0.452,50,50,0,0,1.0000,0.0000,OK
2026-08-20 21:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,283.0,90.77,0.463,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,322.0,92.52,0.447,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,285.0,93.37,0.459,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,273.0,97.38,0.464,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,294.0,95.03,0.427,49,50,0,1,0.9800,0.0200,OK
2026-08-20 22:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,278.0,92.37,0.444,49,50,0,1,0.9800,0.0200,OK
2026-08-20 22:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,303.0,92.57,0.468,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,261.0,93.70,0.445,48,50,0,2,0.9600,0.0400,OK
2026-08-20 22:35:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,242.0,96.26,0.440,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:40:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,275.0,96.38,0.426,49,50,0,1,0.9800,0.0200,OK
2026-08-20 22:45:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,234.0,99.46,0.450,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:50:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,253.0,95.99,0.456,50,50,0,0,1.0000,0.0000,OK
2026-08-20 22:55:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,218.0,96.19,0.458,49,50,0,1,0.9800,0.0200,OK
2026-08-20 23:00:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,192.0,93.24,0.410,45,50,0,5,0.9000,0.1000,OK
2026-08-20 23:05:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,211.0,95.52,0.420,48,50,0,2,0.9600,0.0400,OK
2026-08-20 23:10:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,219.0,92.65,0.465,45,45,5,0,0.9000,0.0000,ERROR_VALUE
2026-08-20 23:15:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,215.0,95.96,0.435,50,50,0,0,1.0000,0.0000,OK
2026-08-20 23:20:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,221.0,97.28,0.454,49,50,0,1,0.9800,0.0200,OK
2026-08-20 23:25:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,201.0,98.22,0.437,49,50,0,1,0.9800,0.0200,OK
2026-08-20 23:30:00,0010VDE31400,반대 방향,E,406.50,403.30,0010CZE470,서울TG-판교IC,3.640,50,10,5,205.0,96.75,0.433,49,50,0,1,0.9800,0.0200,OK
